ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_B,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
9601,APP,2,FL,34667, , ,501,0, , , , ,XXXX,C2,28,93.0,E,H, , , , ,,2.0,F,3.0,5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,40,8,74,8,1,6, , , ,, , , , , , , , , , , , , , , , , , , ,1, ,2096,603,863,99,0,0,47,53,99,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,55,62,64,50,58,60,15,42,39,19,6,10,13,10,13,25,22,19,17,29,22,13,54,19,51,26,45,29,14,4,2,64,8,16,12,153,224,54,53,1,20,20,20,8,8,0,910,925,5,6,78,22,80,20,28,21,70,63,17,77,23,4,1,3,13,21,4,13,39,47,0,0,0,0,4,36,75,92,0,5,37,50,49,13,4,3,17,24,6,1,10,5,46,59,77,95,8280.0,131.0,539.0,257,281,290,313,12149,22,26,20,21,8,1,1,0,0,16,27,21,24,9,1,1,0,0,50,4,44,6,71,29,26,84,15,1,0,0,1,0,0,0,0,22,19,21,2,59,42,46,37,44,35,70,57,86,99,2,17,10,2,18,15,0,0,9,1,16,2,3,6,1,0,12,4,4,4,1,39,2,5,2,3,7,6,7,3,9,1,1,7,72,9,0,120,6,19,43,17,3,6,6,2,10,1,9,2,0,0,0,24,44,3,6,21,66,6,0,5,1,15,0,0,8,10,1,6,0,0,0,0,0,3,15,95,0,0,4,90,48,8,4,10,1,27,49,92,99,1,1,4,1,11,88,1,0,0,91,9,70,99,90,7,2,5,7,9706,9606.0,9604.0,,9603.0,9601.0,9601.0,,,,,,,,,,,,,,,,,L1F,F1F,F1F, ,F1F,P1F,P1F, , , , , , , , , , , , , , , , ,5,9702,13,4,10,,,,,,9601.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,20.0,1,1,20.0,9601,20.0,9601,20.0,9601,9601,,,20.0,45611,0,0.0,1,L,1,F,X,X,X,23.0,A
9101,PCL,28,CA,95128, , ,5601,0, , , , ,XXXX,U1,02,42.0,E,H, , , , ,,6.0,F,7.0,0,,,,,,,,,,,,,,,3,0,28,35,30,9,0,2, , , ,7.0,04, , , , , , , , , , , , , , , , , , , ,X,2341,611,810,99,0,0,49,51,76,3,1,13,16,0,4,5,1,1,1,0,11,0,0,4,32,38,41,34,43,46,25,46,37,17,11,28,23,13,11,7,7,21,18,32,18,11,17,5,15,16,34,50,30,10,4,53,14,6,27,200,279,76,70,2,24,22,6,3,3,0,2930,2948,7,7,63,37,97,3,0,39,75,57,27,81,19,12,2,10,16,16,8,15,48,13,1,2,0,90,97,98,98,99,46,9,49,56,54,15,5,19,5,0,14,16,6,0,94,98,98,98,7400.0,65.0,807.0,473,504,545,570,18751,10,16,9,22,19,15,4,4,2,8,14,7,20,24,16,3,4,3,16,9,44,6,48,52,3,82,16,0,0,0,0,1,0,1,1,9,21,25,5,70,75,88,64,82,63,70,48,89,0,3,18,22,2,10,21,0,1,5,0,8,6,4,4,0,1,5,32,4,2,3,15,7,7,0,0,5,4,8,5,9,0,2,7,78,4,0,137,4,8,26,30,6,20,5,3,28,2,17,11,0,0,0,14,28,2,35,24,30,18,0,4,1,3,0,0,2,3,0,0,1,1,1,1,0,12,59,78,11,5,6,96,72,34,7,26,0,0,3,39,64,36,2,0,78,0,21,0,0,1,99,0,96,99,98,13,2,5,6,9706,9606.0,9604.0,,9603.0,9602.0,9601.0,9511.0,9510.0,9510.0,9509.0,9507.0,9506.0,9504.0,9504.0,9502.0,9501.0,9411.0,9411.0,9410.0,9409.0,9407.0,9406.0,L1G,A1G,A1G, ,A2G,A2G,A2G,A3G,A3G,A3G,A3G,A3G,A3G,A3G,A3G,A2F,A2F,A1F,A1F,A1F,A1F,A1F,A1F,22,9702,59,5,12,,,,,,,,9512.0,,,,,,,,,9501.0,,,9411.0,,9409.0,,,,,,,,26.0,,,,,,,,,20.0,,,25.0,,20.0,143.0,8,5,10.0,9110,26.0,9512,26.0,9512,9102,9110.0,8.0,17.875,168408,0,0.0,0,L,1,G,X,X,X,9.0,A
9601,BOA,0,TX,75082, , ,4601,0, , , , ,XXXX,S1,14,52.0,E,H, , , , ,,6.0,F,,0,,,,,,,,,,,,,,,2,0,38,48,23,5,1,2, , , ,, , , , , , , , , , , , , , , , , , , , , ,1853,545,580,99,0,0,49,51,82,2,0,15,3,2,0,10,1,0,1,0,2,0,0,1,34,40,41,31,42,43,32,44,39,18,7,20,38,20,10,3,1,16,20,34,19,11,7,1,5,4,30,66,42,13,3,80,4,2,15,266,319,99,99,0,0,0,0,0,0,0,1425,1448,12,11,98,2,98,2,0,56,94,90,54,97,3,2,1,2,4,4,2,22,54,5,1,1,0,1,34,99,99,99,0,0,95,74,76,18,4,0,0,0,2,0,0,0,93,93,93,93,1920.0,109.0,623.0,775,781,817,825,25305,1,1,3,8,32,34,12,5,6,1,1,1,6,33,36,12,5,4,9,3,72,2,43,57,13,86,8,1,1,0,0,0,1,4,2,71,21,26,4,70,78,92,66,90,62,62,54,99,99,0,27,27,6,21,9,0,1,4,1,4,1,0,0,1,4,1,21,3,5,9,14,10,12,1,1,8,5,3,4,5,1,2,5,80,6,0,160,0,1,10,18,9,35,26,7,25,5,22,5,0,0,0,18,38,0,48,13,23,6,3,10,1,9,0,0,4,1,0,1,0,0,2,2,2,17,40,81,2,13,4,99,91,26,6,8,0,18,92,99,99,0,0,0,91,0,9,0,0,0,99,0,99,99,99,14,4,5,4,9706,9606.0,9604.0,,9603.0,9602.0,9512.0,,,9509.0,9509.0,,,,,,,,,,,,,L1G,F1G,F1G, ,F1G,F1G,F1G, , ,P1G,P1G, , , , , , , , , , , , ,7,9702,16,5,11,,,,,,,,,9510.0,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,25.0,1,0,25.0,9510,25.0,9510,25.0,9510,9510,,,25.0,116327,0,0.0,0,L,1,G,X,X,X,2.0,A
9501,BRY,0,CA,90501, , ,0,0, , , , ,XXXX,S1,11,, ,H, , , , ,3.0,6.0,F,8.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,32,24,40,11,3,2, , , ,, , , , ,Y, , ,Y,Y,Y,Y,Y, , , ,Y, , , ,3, ,914,254,352,99,0,0,48,52,78,0,1,18,10,1,6,4,1,5,0,0,5,0,1,4,39,46,49,39,48,51,21,44,41,15,10,18,18,17,15,13,9,13,25,33,18,11,32,12,29,23,34,43,27,9,3,58,11,8,22,179,259,70,69,1,10,9,9,0,0,0,3360,3388,9,8,81,19,98,2,0,30,72,58,24,84,16,6,3,4,13,24,5,12,46,21,0,0,0,93,97,97,97,99,66,3,50,55,55,14,5,1,9,20,7,1,9,2,83,83,85,91,4480.0,13.0,803.0,431,563,491,580,18942,17,15,12,11,20,21,2,0,2,3,14,10,17,23,30,0,0,3,31,3,55,5,42,58,10,83,9,0,0,0,0,2,4,2,0,4,18,23,5,64,66,73,60,70,58,77,30,99,50,9,15,13,2,13,21,2,4,11,2,14,0,2,2,2,0,5,19,8,2,2,21,6,4,6,0,7,9,5,6,16,2,2,13,68,0,0,120,7,12,40,15,7,12,8,8,18,3,15,8,0,0,0,12,27,0,19,36,43,0,0,2,1,4,3,0,4,1,1,0,1,0,0,0,0,31,40,70,13,10,7,91,64,29,11,29,0,0,0,6,52,48,0,0,97,0,3,0,0,0,99,0,99,99,99,8,2,6,4,9706,9606.0,9604.0,,9603.0,,9601.0,9511.0,9510.0,9510.0,9509.0,,9506.0,,,9501.0,9412.0,,,,,,,L1F,A1F,A1F, ,N1D, ,N1D,N1D,F1D,F1D,F1D, ,F1D, , ,P1D,P1D, , , , , , ,8,9702,20,4,10,,,,,,9601.0,,,,,,,,,,9501.0,,,,,,,,,,,,20.0,,,,,,,,,,5.0,,,,,,,25.0,2,2,5.0,9501,20.0,9601,20.0,9601,9501,9601.0,12.0,12.5,145378,0,0.0,1,L,1,F,X,X,X,9.0,A
9401,STA,1,OK,73129, , ,5901,0, , , , ,XXXX,C3,30,39.0,E,H, , ,B, ,2.0,2.0,M,0.0,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,34,26,74,8,0,0, , , ,, , , , , , , , , , , , , , , , , , , , ,X,454,127,180,99,0,0,50,50,80,1,7,0,13,0,0,0,0,0,0,0,13,0,0,0,34,45,51,37,47,51,26,37,38,25,14,20,16,13,16,12,9,12,17,32,23,16,29,12,28,27,34,39,23,10,5,55,14,11,21,168,252,94,93,0,3,3,2,0,0,0,239,288,2,2,64,36,83,17,0,30,71,52,18,86,14,12,3,9,13,23,3,13,48,20,0,1,0,0,0,3,4,7,0,2,18,44,46,13,5,3,0,2,31,1,1,1,0,2,14,51,5880.0,263.0,650.0,114,140,120,143,6440,72,24,0,4,0,0,0,0,0,61,32,0,8,0,0,0,0,0,54,8,24,35,55,45,4,99,0,0,0,0,0,0,0,0,0,6,17,18,0,75,37,42,34,30,32,43,11,19,0,53,0,8,0,20,0,0,0,17,0,24,4,0,27,0,0,0,42,0,8,0,41,0,0,0,0,9,0,0,0,8,0,0,0,92,0,0,103,36,32,25,7,0,0,0,0,12,0,11,1,0,0,0,13,34,0,26,0,74,0,0,12,0,4,0,0,4,0,0,0,0,0,2,0,0,5,81,85,13,0,2,85,33,10,21,37,0,10,10,10,20,80,0,0,91,0,9,0,0,0,99,0,99,97,88,3,2,9,13,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9511.0,9509.0,9507.0,9506.0,9504.0,9503.0,9502.0,9501.0,9411.0,9411.0,9410.0,9409.0,,9406.0,L4E,A3E,A3E,A3E,A3E,A3D,A3D,A3D,A2D,A2D,A2D,A3D,A3D,A3D,N4D,N3D,N3D,N3D,N2D,N2D,N2D, ,F1D,15,9702,35,6,13,,,,,9603.0,,,9511.0,,,9508.0,,9505.0,,,,,,,9411.0,,9407.0,,,,,7.0,,,10.0,,,7.0,,8.0,,,,,,,8.0,,5.0,57.0,8,5,5.0,9407,10.0,9511,7.0,9603,9401,9405.0,4.0,7.125,113363,0,0.0,1,L,4,E,X,X,X,50.0,B
9401,L16,2,WY,82435, , ,4201,0, , , , ,XXXX,R3,51,56.0,E,H, , , , ,1.0,4.0,F,,0,,,,,,,,,,,,,,,2,0,28,27,45,0,0,9, , , ,, , , , , , ,Y,Y,Y, , ,Y,Y,Y, ,Y, , , ,2,X,519,155,215,0,91,9,46,54,95,0,0,0,10,0,0,0,0,0,0,0,9,0,0,1,32,42,46,36,46,50,28,41,41,18,13,22,17,13,8,16,10,15,20,37,17,11,32,13,30,27,34,39,20,7,2,64,11,9,17,167,241,81,80,6,9,4,3,0,0,0,448,471,3,3,69,31,88,12,0,38,72,57,27,87,13,11,3,8,11,21,1,22,52,22,0,0,0,0,0,1,6,37,0,3,33,48,51,13,4,9,0,9,20,5,4,2,0,1,34,84,0.0,457.0,756.0,213,227,217,232,9133,36,36,17,8,3,0,0,0,0,32,35,20,9,4,0,0,0,0,39,3,35,4,34,66,8,67,25,0,0,0,0,0,3,6,0,3,12,16,0,40,57,71,45,71,45,61,47,42,99,8,3,0,8,5,16,0,0,25,6,14,10,2,11,5,15,6,5,9,3,5,0,0,4,6,0,28,3,7,5,0,0,9,0,73,19,0,120,11,21,30,23,9,6,0,3,20,0,20,3,0,0,0,15,28,3,27,0,45,15,0,1,0,11,0,0,0,4,3,0,0,0,0,1,0,3,49,93,4,0,3,99,86,29,17,39,0,0,0,13,18,82,0,0,95,3,2,0,0,0,94,6,97,99,93,4,2,7,3,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9510.0,9508.0,9507.0,9506.0,,9503.0,9502.0,9412.0,9411.0,,9410.0,9409.0,9407.0,9406.0,L1F,A1F,A1F,A1F,A1F,A1F,A1F,S2F,S2F,S2F,S2F,A1F,A1F, ,S2F,N3F,N3F,N2E, ,N2E,N2E,N2E,N2E,16,9702,36,6,11,,,,,,,,,,,,,,9505.0,,,,,,9409.0,,,,,,,,,,,,,,,,21.0,,,,,,20.0,,,57.0,4,2,5.0,9311,21.0,9505,21.0,9505,9311,9403.0,4.0,14.25,132709,0,0.0,0,L,1,F,X,X,X,58.0,D
9501,HHH,28,FL,33157, , ,0,0, , , , ,XXXX,S3,21,, ,U, , , , ,,2.0,F,,0,,,,,,,,,,,,,,,2,1,15,38,5,10,2,3, , , ,, , , , , , , , , , , , , , , , , , , , , ,8065,1961,2495,99,0,0,49,51,61,29,0,2,58,1,0,0,0,0,0,0,2,11,29,16,28,37,40,31,41,44,31,42,36,22,15,28,22,14,10,6,4,16,18,30,21,15,19,6,14,18,21,61,42,21,10,53,14,4,28,258,321,63,56,1,35,34,34,0,0,0,684,697,4,4,58,42,93,7,2,52,79,57,38,89,11,14,2,12,13,16,4,15,38,8,9,19,1,0,1,3,32,91,0,13,27,45,44,18,7,2,34,0,11,1,29,0,18,53,79,83,5000.0,127.0,528.0,299,307,332,353,9756,24,17,16,24,15,4,0,0,0,19,18,17,24,17,4,0,0,0,16,10,13,14,53,47,21,70,19,3,2,1,0,0,5,3,1,2,24,30,7,73,74,85,65,78,61,71,45,86,71,6,6,8,3,15,18,2,4,14,3,13,3,6,4,3,0,7,6,7,3,5,22,6,8,6,0,8,8,4,4,10,2,3,7,72,6,0,120,20,17,34,16,6,5,3,4,28,2,21,9,0,1,0,7,15,1,38,9,5,40,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,45,28,38,60,0,3,90,61,24,4,14,0,25,32,77,97,3,4,9,5,1,90,0,0,0,99,0,99,99,98,7,3,7,4,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9510.0,9509.0,9507.0,9506.0,,,9501.0,9412.0,,,,,,,L1G,A1G,A1G,A1G,N1E,N1E,N1E,N1E,F1E,F1E,F1E,F1E,F1E, , ,P1A,P1E, , , , , , ,11,9702,26,6,14,,,,,,9602.0,,,,,,,,,,9501.0,,,,,,,,,,,,25.0,,,,,,,,,,10.0,,,,,,,35.0,2,2,10.0,9501,25.0,9602,25.0,9602,9501,9602.0,13.0,17.5,38034,0,0.0,0,L,1,G,X,X,X,25.0,A
8601,DRK,0,OR,97448, , ,2206,0, , , , ,XXXX,R2,46,76.0,E,H, , , , ,,1.0,F,3.0,31,1.0,0.0,8.0,0.0,2.0,3.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,3,0,30,30,40,8,7,0, , , ,3.0, , , ,Y, , , , , , , , , ,Y, ,Y, , , ,2, ,1025,297,382,0,62,38,49,51,99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,36,46,50,38,49,52,28,35,42,22,11,16,20,14,14,14,11,13,16,30,26,15,35,14,33,19,38,43,27,13,2,66,8,9,18,183,268,73,68,3,5,2,2,0,0,0,620,652,3,3,82,18,97,3,27,36,78,66,27,89,11,9,1,8,5,19,4,23,53,23,0,0,0,0,1,6,23,74,0,1,50,54,56,14,5,5,0,23,12,3,2,2,13,28,54,87,2400.0,235.0,801.0,232,288,284,331,11354,27,27,12,15,17,1,0,0,0,15,31,12,21,20,2,0,0,0,39,1,47,8,38,62,11,90,3,2,2,0,0,0,3,2,0,5,14,18,0,49,56,64,48,56,48,85,69,99,0,0,26,5,2,19,14,0,0,8,0,14,7,3,2,0,0,7,22,0,1,7,23,10,4,0,0,3,13,9,0,8,7,0,3,75,7,0,120,8,13,38,17,4,11,10,2,22,1,19,3,0,0,0,16,30,2,30,21,40,4,1,5,0,9,0,0,2,0,2,2,1,0,1,0,0,3,44,95,0,2,2,92,59,20,8,25,0,3,9,45,69,31,0,0,11,0,71,2,0,16,65,35,60,99,99,5,2,11,7,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9510.0,9509.0,9507.0,9506.0,9504.0,9504.0,9502.0,9412.0,9411.0,9411.0,9410.0,9409.0,9407.0,9406.0,L3F,A3F,A3F,A3F,A2F,A3F,A3F,A3F,A2F,A2F,A2F,A2F,A2F,A2F,A2F,A1E,A1E,A1E,A1E,A1E,A1E,A2E,A1D,30,9702,65,6,14,,,,,,9601.0,,,,,9508.0,,9505.0,,,,,,9411.0,,,,,,,,,15.75,,,,,15.0,,15.0,,,,,,15.0,,,,116.75,12,9,5.0,9210,15.75,9601,15.75,9601,8704,8709.0,5.0,9.7291666667,177039,1,21.0,1,L,3,F,X,X,X,59.0,B
8801,LIS,28,ID,83815, , ,0,0, , , , ,XXXX,R2,43,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,35,30,36,8,5,4, , , ,3.0, , ,Y, , , ,Y,Y, , , , ,Y,Y, , , , , ,2,X,1586,488,641,0,94,6,49,51,99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,39,46,48,39,48,50,24,29,44,26,8,14,24,18,16,14,5,12,12,33,26,17,25,8,24,22,44,35,23,8,2,71,8,5,16,165,247,74,71,7,24,16,16,0,0,0,911,972,4,4,72,28,98,2,38,30,76,70,27,89,11,4,1,3,10,16,2,18,59,22,0,0,0,1,5,35,77,99,0,2,66,70,65,13,4,9,14,3,5,6,17,0,7,18,80,98,0.0,337.0,881.0,394,462,443,527,18368,14,14,16,26,16,10,3,1,1,7,7,19,25,22,14,4,1,2,25,1,55,5,56,44,19,86,9,0,0,0,0,1,3,1,13,3,13,19,6,36,69,78,60,78,59,81,76,59,0,3,23,17,2,16,14,0,3,9,1,11,2,2,1,2,3,6,10,3,2,3,19,6,6,1,1,11,10,9,7,11,6,3,16,58,5,0,140,3,7,24,25,10,21,10,2,30,1,21,10,0,0,0,21,42,1,29,27,32,5,0,10,0,16,1,0,4,0,3,1,0,0,0,2,0,4,31,96,3,0,2,99,75,26,5,14,4,23,31,87,98,2,0,0,41,2,45,1,0,12,99,1,53,99,99,7,3,10,7,9706,9606.0,9604.0,9604.0,9603.0,9602.0,9601.0,9511.0,9510.0,9510.0,9508.0,9507.0,9506.0,,9503.0,9502.0,9412.0,9411.0,9411.0,9410.0,9409.0,9407.0,,L3F,S3F,S3F,S3F,S4F,S4F,S4F,S3E,S3E,S3E,S3E,S2E,A1E, ,A1E,A1E,A1E,A1E,A1E,A1E,A1E,A1E, ,25,9702,62,6,13,,,,,,,,,,,9509.0,9507.0,,9505.0,,,9501.0,,,,,,,,,,,,,,,,20.0,12.0,,12.0,,,12.0,,,,,,133.0,11,8,3.0,8809,20.0,8904,20.0,9509,8809,8903.0,6.0,12.090909091,133912,0,0.0,0,L,3,F,X,X,X,16.0,C
9601,CRG,28,TN,37204, , ,4601,0, , , , ,XXXX,S3,21,52.0,E,U, , , , ,,6.0,F,,0,,,,,,,,,,,,,,,2,1,33,30,37,8,4,1, , , ,, , , ,Y, , ,Y,Y,Y, , ,Y,Y, , , , , , ,2, ,923,229,399,99,0,0,50,50,89,9,0,1,1,0,0,0,0,0,1,0,1,0,0,0,34,40,43,37,45,47,20,43,38,19,10,28,18,12,15,11,6,17,18,31,20,14,24,10,22,36,34,30,15,6,3,49,18,10,23,140,219,75,74,4,25,20,16,5,3,2,595,635,4,3,53,47,93,7,7,24,57,42,16,71,29,8,2,6,22,28,6,14,54,20,2,7,0,0,1,7,26,69,0,4,29,46,48,12,4,11,14,0,24,8,16,0,9,25,76,92,5360.0,181.0,659.0,233,303,270,311,12072,28,26,16,20,9,1,0,0,0,15,28,17,28,12,0,0,0,0,32,3,30,16,43,57,7,64,21,2,2,0,0,0,8,4,0,5,13,16,0,43,64,64,63,59,60,73,62,39,99,24,9,9,4,14,16,1,2,11,2,17,4,6,6,2,0,11,15,0,3,8,20,5,8,3,2,7,5,4,7,8,4,1,11,71,5,0,120,19,25,29,15,4,6,3,2,15,0,13,4,0,1,0,16,33,0,30,15,37,6,0,7,1,6,0,0,14,1,0,0,0,0,0,1,0,1,74,97,0,1,1,94,52,12,8,37,0,0,0,3,15,85,0,0,45,1,48,1,0,5,99,0,96,99,93,5,2,8,7,9706,9606.0,9604.0,,9603.0,9601.0,9601.0,,,,,,,,,,,,,,,,,L1F,F1F,F1F, ,F1F,P1A,P1F, , , , , , , , , , , , , , , , ,6,9702,14,5,12,,,,,,9602.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,20.0,1,1,20.0,9602,20.0,9602,20.0,9602,9602,,,20.0,50718,0,0.0,0,L,1,F,X,X,X,35.0,B
